,activities [10 sec],time_2hours,group,time
3991,1,16_18,3991.0,2023-06-13 16:46:58
3992,1,16_18,3992.0,2023-06-13 16:47:08
3993,0,16_18,3993.0,2023-06-13 16:47:18
3994,0,16_18,3994.0,2023-06-13 16:47:28
3995,0,16_18,3995.0,2023-06-13 16:47:38
3996,0,16_18,3996.0,2023-06-13 16:47:48
3997,0,16_18,3997.0,2023-06-13 16:47:58
3998,0,16_18,3998.0,2023-06-13 16:48:08
3999,1,16_18,3999.0,2023-06-13 16:48:18
4000,0,16_18,4000.0,2023-06-13 16:48:28
4001,1,16_18,4001.0,2023-06-13 16:48:38
4002,1,16_18,4002.0,2023-06-13 16:48:48
4003,0,16_18,4003.0,2023-06-13 16:48:58
4004,1,16_18,4004.0,2023-06-13 16:49:08
4005,1,16_18,4005.0,2023-06-13 16:49:18
4006,0,16_18,4006.0,2023-06-13 16:49:28
4007,0,16_18,4007.0,2023-06-13 16:49:38
4008,1,16_18,4008.0,2023-06-13 16:49:48
4009,1,16_18,4009.0,2023-06-13 16:49:58
4010,0,16_18,4010.0,2023-06-13 16:50:08
4011,0,16_18,4011.0,2023-06-13 16:50:18
4012,1,16_18,4012.0,2023-06-13 16:50:28
4013,0,16_18,4013.0,2023-06-13 16:50:38
4014,1,16_18,4014.0,2023-06-13 16:50:48
4015,1,16_18,4015.0,2023-06-13 16:50:58
4016,0,16_18,4016.0,2023-06-13 16:51:08
4017,0,16_18,4017.0,2023-06-13 16:51:18
4018,0,16_18,4018.0,2023-06-13 16:51:28
4019,0,16_18,4019.0,2023-06-13 16:51:38
4020,0,16_18,4020.0,2023-06-13 16:51:48
4021,0,16_18,4021.0,2023-06-13 16:51:58
4022,0,16_18,4022.0,2023-06-13 16:52:08
4023,0,16_18,4023.0,2023-06-13 16:52:18
4024,0,16_18,4024.0,2023-06-13 16:52:28
4025,0,16_18,4025.0,2023-06-13 16:52:38
4026,0,16_18,4026.0,2023-06-13 16:52:48
4027,0,16_18,4027.0,2023-06-13 16:52:58
4028,0,16_18,4028.0,2023-06-13 16:53:08
4029,0,16_18,4029.0,2023-06-13 16:53:18
4030,0,16_18,4030.0,2023-06-13 16:53:28
4031,0,16_18,4031.0,2023-06-13 16:53:38
4032,0,16_18,4032.0,2023-06-13 16:53:48
4033,0,16_18,4033.0,2023-06-13 16:53:58
4034,0,16_18,4034.0,2023-06-13 16:54:08
4035,0,16_18,4035.0,2023-06-13 16:54:18
4036,0,16_18,4036.0,2023-06-13 16:54:28
4037,0,16_18,4037.0,2023-06-13 16:54:38
4038,0,16_18,4038.0,2023-06-13 16:54:48
4039,0,16_18,4039.0,2023-06-13 16:54:58
4040,0,16_18,4040.0,2023-06-13 16:55:08
4041,0,16_18,4041.0,2023-06-13 16:55:18
4042,0,16_18,4042.0,2023-06-13 16:55:28
4043,0,16_18,4043.0,2023-06-13 16:55:38
4044,0,16_18,4044.0,2023-06-13 16:55:48
4045,0,16_18,4045.0,2023-06-13 16:55:58
4046,0,16_18,4046.0,2023-06-13 16:56:08
4047,0,16_18,4047.0,2023-06-13 16:56:18
4048,0,16_18,4048.0,2023-06-13 16:56:28
4049,0,16_18,4049.0,2023-06-13 16:56:38
4050,0,16_18,4050.0,2023-06-13 16:56:48
4051,0,16_18,4051.0,2023-06-13 16:56:58
4052,0,16_18,4052.0,2023-06-13 16:57:08
4053,0,16_18,4053.0,2023-06-13 16:57:18
4054,0,16_18,4054.0,2023-06-13 16:57:28
4055,0,16_18,4055.0,2023-06-13 16:57:38
4056,0,16_18,4056.0,2023-06-13 16:57:48
4057,0,16_18,4057.0,2023-06-13 16:57:58
4058,0,16_18,4058.0,2023-06-13 16:58:08
4059,0,16_18,4059.0,2023-06-13 16:58:18
4060,0,16_18,4060.0,2023-06-13 16:58:28
4061,0,16_18,4061.0,2023-06-13 16:58:38
4062,0,16_18,4062.0,2023-06-13 16:58:48
4063,0,16_18,4063.0,2023-06-13 16:58:58
4064,0,16_18,4064.0,2023-06-13 16:59:08
4065,0,16_18,4065.0,2023-06-13 16:59:18
4066,0,16_18,4066.0,2023-06-13 16:59:28
4067,0,16_18,4067.0,2023-06-13 16:59:38
4068,0,16_18,4068.0,2023-06-13 16:59:48
4069,0,16_18,4069.0,2023-06-13 16:59:58
4070,0,16_18,4070.0,2023-06-13 17:00:08
4071,0,16_18,4071.0,2023-06-13 17:00:18
4072,0,16_18,4072.0,2023-06-13 17:00:28
4073,0,16_18,4073.0,2023-06-13 17:00:38
4074,0,16_18,4074.0,2023-06-13 17:00:48
4075,1,16_18,4075.0,2023-06-13 17:00:58
4076,0,16_18,4076.0,2023-06-13 17:01:08
4077,0,16_18,4077.0,2023-06-13 17:01:18
4078,0,16_18,4078.0,2023-06-13 17:01:28
4079,0,16_18,4079.0,2023-06-13 17:01:38
4080,0,16_18,4080.0,2023-06-13 17:01:48
4081,0,16_18,4081.0,2023-06-13 17:01:58
4082,0,16_18,4082.0,2023-06-13 17:02:08
4083,0,16_18,4083.0,2023-06-13 17:02:18
4084,0,16_18,4084.0,2023-06-13 17:02:28
4085,0,16_18,4085.0,2023-06-13 17:02:38
4086,0,16_18,4086.0,2023-06-13 17:02:48
4087,0,16_18,4087.0,2023-06-13 17:02:58
4088,0,16_18,4088.0,2023-06-13 17:03:08
4089,0,16_18,4089.0,2023-06-13 17:03:18
4090,0,16_18,4090.0,2023-06-13 17:03:28
4091,0,16_18,4091.0,2023-06-13 17:03:38
4092,0,16_18,4092.0,2023-06-13 17:03:48
4093,0,16_18,4093.0,2023-06-13 17:03:58
4094,0,16_18,4094.0,2023-06-13 17:04:08
4095,0,16_18,4095.0,2023-06-13 17:04:18
4096,0,16_18,4096.0,2023-06-13 17:04:28
4097,0,16_18,4097.0,2023-06-13 17:04:38
4098,0,16_18,4098.0,2023-06-13 17:04:48
4099,0,16_18,4099.0,2023-06-13 17:04:58
4100,0,16_18,4100.0,2023-06-13 17:05:08
4101,0,16_18,4101.0,2023-06-13 17:05:18
4102,0,16_18,4102.0,2023-06-13 17:05:28
4103,0,16_18,4103.0,2023-06-13 17:05:38
4104,0,16_18,4104.0,2023-06-13 17:05:48
4105,0,16_18,4105.0,2023-06-13 17:05:58
4106,0,16_18,4106.0,2023-06-13 17:06:08
4107,0,16_18,4107.0,2023-06-13 17:06:18
4108,0,16_18,4108.0,2023-06-13 17:06:28
4109,0,16_18,4109.0,2023-06-13 17:06:38
4110,0,16_18,4110.0,2023-06-13 17:06:48
4111,0,16_18,4111.0,2023-06-13 17:06:58
4112,0,16_18,4112.0,2023-06-13 17:07:08
4113,0,16_18,4113.0,2023-06-13 17:07:18
4114,0,16_18,4114.0,2023-06-13 17:07:28
4115,0,16_18,4115.0,2023-06-13 17:07:38
4116,0,16_18,4116.0,2023-06-13 17:07:48
4117,0,16_18,4117.0,2023-06-13 17:07:58
4118,0,16_18,4118.0,2023-06-13 17:08:08
4119,0,16_18,4119.0,2023-06-13 17:08:18
4120,0,16_18,4120.0,2023-06-13 17:08:28
4121,0,16_18,4121.0,2023-06-13 17:08:38
4122,0,16_18,4122.0,2023-06-13 17:08:48
4123,0,16_18,4123.0,2023-06-13 17:08:58
4124,0,16_18,4124.0,2023-06-13 17:09:08
4125,0,16_18,4125.0,2023-06-13 17:09:18
4126,0,16_18,4126.0,2023-06-13 17:09:28
4127,0,16_18,4127.0,2023-06-13 17:09:38
4128,0,16_18,4128.0,2023-06-13 17:09:48
4129,0,16_18,4129.0,2023-06-13 17:09:58
4130,0,16_18,4130.0,2023-06-13 17:10:08
4131,0,16_18,4131.0,2023-06-13 17:10:18
4132,0,16_18,4132.0,2023-06-13 17:10:28
4133,0,16_18,4133.0,2023-06-13 17:10:38
4134,0,16_18,4134.0,2023-06-13 17:10:48
4135,0,16_18,4135.0,2023-06-13 17:10:58
4136,0,16_18,4136.0,2023-06-13 17:11:08
4137,0,16_18,4137.0,2023-06-13 17:11:18
4138,0,16_18,4138.0,2023-06-13 17:11:28
4139,0,16_18,4139.0,2023-06-13 17:11:38
4140,1,16_18,4140.0,2023-06-13 17:11:48
4141,1,16_18,4141.0,2023-06-13 17:11:58
4142,1,16_18,4142.0,2023-06-13 17:12:08
4143,0,16_18,4143.0,2023-06-13 17:12:18
4144,1,16_18,4144.0,2023-06-13 17:12:28
4145,1,16_18,4145.0,2023-06-13 17:12:38
4146,1,16_18,4146.0,2023-06-13 17:12:48
4147,1,16_18,4147.0,2023-06-13 17:12:58
4148,1,16_18,4148.0,2023-06-13 17:13:08
4149,1,16_18,4149.0,2023-06-13 17:13:18
4150,0,16_18,4150.0,2023-06-13 17:13:28
4151,1,16_18,4151.0,2023-06-13 17:13:38
4152,1,16_18,4152.0,2023-06-13 17:13:48
4153,1,16_18,4153.0,2023-06-13 17:13:58
4154,1,16_18,4154.0,2023-06-13 17:14:08
4155,1,16_18,4155.0,2023-06-13 17:14:18
4156,1,16_18,4156.0,2023-06-13 17:14:28
4157,1,16_18,4157.0,2023-06-13 17:14:38
4158,0,16_18,4158.0,2023-06-13 17:14:48
4159,1,16_18,4159.0,2023-06-13 17:14:58
4160,1,16_18,4160.0,2023-06-13 17:15:08
4161,0,16_18,4161.0,2023-06-13 17:15:18
4162,1,16_18,4162.0,2023-06-13 17:15:28
4163,1,16_18,4163.0,2023-06-13 17:15:38
4164,1,16_18,4164.0,2023-06-13 17:15:48
4165,0,16_18,4165.0,2023-06-13 17:15:58
4166,0,16_18,4166.0,2023-06-13 17:16:08
4167,1,16_18,4167.0,2023-06-13 17:16:18
4168,0,16_18,4168.0,2023-06-13 17:16:28
4169,0,16_18,4169.0,2023-06-13 17:16:38
4170,1,16_18,4170.0,2023-06-13 17:16:48
4171,0,16_18,4171.0,2023-06-13 17:16:58
4172,1,16_18,4172.0,2023-06-13 17:17:08
4173,1,16_18,4173.0,2023-06-13 17:17:18
4174,1,16_18,4174.0,2023-06-13 17:17:28
4175,0,16_18,4175.0,2023-06-13 17:17:38
4176,0,16_18,4176.0,2023-06-13 17:17:48
4177,0,16_18,4177.0,2023-06-13 17:17:58
4178,0,16_18,4178.0,2023-06-13 17:18:08
4179,0,16_18,4179.0,2023-06-13 17:18:18
4180,0,16_18,4180.0,2023-06-13 17:18:28
4181,0,16_18,4181.0,2023-06-13 17:18:38
4182,0,16_18,4182.0,2023-06-13 17:18:48
4183,0,16_18,4183.0,2023-06-13 17:18:58
4184,0,16_18,4184.0,2023-06-13 17:19:08
4185,0,16_18,4185.0,2023-06-13 17:19:18
4186,0,16_18,4186.0,2023-06-13 17:19:28
4187,0,16_18,4187.0,2023-06-13 17:19:38
4188,0,16_18,4188.0,2023-06-13 17:19:48
4189,0,16_18,4189.0,2023-06-13 17:19:58
4190,0,16_18,4190.0,2023-06-13 17:20:08
4191,0,16_18,4191.0,2023-06-13 17:20:18
4192,0,16_18,4192.0,2023-06-13 17:20:28
4193,0,16_18,4193.0,2023-06-13 17:20:38
4194,0,16_18,4194.0,2023-06-13 17:20:48
4195,0,16_18,4195.0,2023-06-13 17:20:58
4196,0,16_18,4196.0,2023-06-13 17:21:08
4197,0,16_18,4197.0,2023-06-13 17:21:18
4198,0,16_18,4198.0,2023-06-13 17:21:28
4199,0,16_18,4199.0,2023-06-13 17:21:38
4200,0,16_18,4200.0,2023-06-13 17:21:48
4201,0,16_18,4201.0,2023-06-13 17:21:58
4202,0,16_18,4202.0,2023-06-13 17:22:08
4203,0,16_18,4203.0,2023-06-13 17:22:18
4204,0,16_18,4204.0,2023-06-13 17:22:28
4205,0,16_18,4205.0,2023-06-13 17:22:38
4206,0,16_18,4206.0,2023-06-13 17:22:48
4207,0,16_18,4207.0,2023-06-13 17:22:58
4208,0,16_18,4208.0,2023-06-13 17:23:08
4209,0,16_18,4209.0,2023-06-13 17:23:18
4210,0,16_18,4210.0,2023-06-13 17:23:28
4211,0,16_18,4211.0,2023-06-13 17:23:38
4212,0,16_18,4212.0,2023-06-13 17:23:48
4213,0,16_18,4213.0,2023-06-13 17:23:58
4214,0,16_18,4214.0,2023-06-13 17:24:08
4215,0,16_18,4215.0,2023-06-13 17:24:18
4216,0,16_18,4216.0,2023-06-13 17:24:28
4217,0,16_18,4217.0,2023-06-13 17:24:38
4218,0,16_18,4218.0,2023-06-13 17:24:48
4219,0,16_18,4219.0,2023-06-13 17:24:58
4220,0,16_18,4220.0,2023-06-13 17:25:08
4221,0,16_18,4221.0,2023-06-13 17:25:18
4222,1,16_18,4222.0,2023-06-13 17:25:28
4223,0,16_18,4223.0,2023-06-13 17:25:38
4224,0,16_18,4224.0,2023-06-13 17:25:48
4225,0,16_18,4225.0,2023-06-13 17:25:58
4226,0,16_18,4226.0,2023-06-13 17:26:08
4227,0,16_18,4227.0,2023-06-13 17:26:18
4228,0,16_18,4228.0,2023-06-13 17:26:28
4229,0,16_18,4229.0,2023-06-13 17:26:38
4230,1,16_18,4230.0,2023-06-13 17:26:48
4231,0,16_18,4231.0,2023-06-13 17:26:58
4232,0,16_18,4232.0,2023-06-13 17:27:08
4233,0,16_18,4233.0,2023-06-13 17:27:18
4234,0,16_18,4234.0,2023-06-13 17:27:28
4235,0,16_18,4235.0,2023-06-13 17:27:38
4236,0,16_18,4236.0,2023-06-13 17:27:48
4237,0,16_18,4237.0,2023-06-13 17:27:58
4238,0,16_18,4238.0,2023-06-13 17:28:08
4239,0,16_18,4239.0,2023-06-13 17:28:18
4240,0,16_18,4240.0,2023-06-13 17:28:28
4241,0,16_18,4241.0,2023-06-13 17:28:38
4242,0,16_18,4242.0,2023-06-13 17:28:48
4243,0,16_18,4243.0,2023-06-13 17:28:58
4244,0,16_18,4244.0,2023-06-13 17:29:08
4245,0,16_18,4245.0,2023-06-13 17:29:18
4246,0,16_18,4246.0,2023-06-13 17:29:28
4247,0,16_18,4247.0,2023-06-13 17:29:38
4248,0,16_18,4248.0,2023-06-13 17:29:48
4249,0,16_18,4249.0,2023-06-13 17:29:58
4250,0,16_18,4250.0,2023-06-13 17:30:08
4251,0,16_18,4251.0,2023-06-13 17:30:18
4252,0,16_18,4252.0,2023-06-13 17:30:28
4253,0,16_18,4253.0,2023-06-13 17:30:38
4254,1,16_18,4254.0,2023-06-13 17:30:48
4255,2,16_18,4255.0,2023-06-13 17:30:58
4256,0,16_18,4256.0,2023-06-13 17:31:08
4257,0,16_18,4257.0,2023-06-13 17:31:18
4258,1,16_18,4258.0,2023-06-13 17:31:28
4259,1,16_18,4259.0,2023-06-13 17:31:38
4260,0,16_18,4260.0,2023-06-13 17:31:48
4261,1,16_18,4261.0,2023-06-13 17:31:58
4262,0,16_18,4262.0,2023-06-13 17:32:08
4263,0,16_18,4263.0,2023-06-13 17:32:18
4264,0,16_18,4264.0,2023-06-13 17:32:28
4265,0,16_18,4265.0,2023-06-13 17:32:38
4266,0,16_18,4266.0,2023-06-13 17:32:48
4267,0,16_18,4267.0,2023-06-13 17:32:58
4268,1,16_18,4268.0,2023-06-13 17:33:08
4269,0,16_18,4269.0,2023-06-13 17:33:18
4270,0,16_18,4270.0,2023-06-13 17:33:28
4271,0,16_18,4271.0,2023-06-13 17:33:38
4272,0,16_18,4272.0,2023-06-13 17:33:48
4273,0,16_18,4273.0,2023-06-13 17:33:58
4274,0,16_18,4274.0,2023-06-13 17:34:08
4275,0,16_18,4275.0,2023-06-13 17:34:18
4276,0,16_18,4276.0,2023-06-13 17:34:28
4277,0,16_18,4277.0,2023-06-13 17:34:38
4278,0,16_18,4278.0,2023-06-13 17:34:48
4279,0,16_18,4279.0,2023-06-13 17:34:58
4280,0,16_18,4280.0,2023-06-13 17:35:08
4281,0,16_18,4281.0,2023-06-13 17:35:18
4282,0,16_18,4282.0,2023-06-13 17:35:28
4283,0,16_18,4283.0,2023-06-13 17:35:38
4284,0,16_18,4284.0,2023-06-13 17:35:48
4285,0,16_18,4285.0,2023-06-13 17:35:58
4286,0,16_18,4286.0,2023-06-13 17:36:08
4287,0,16_18,4287.0,2023-06-13 17:36:18
4288,0,16_18,4288.0,2023-06-13 17:36:28
4289,0,16_18,4289.0,2023-06-13 17:36:38
4290,0,16_18,4290.0,2023-06-13 17:36:48
4291,0,16_18,4291.0,2023-06-13 17:36:58
4292,0,16_18,4292.0,2023-06-13 17:37:08
4293,0,16_18,4293.0,2023-06-13 17:37:18
4294,0,16_18,4294.0,2023-06-13 17:37:28
4295,0,16_18,4295.0,2023-06-13 17:37:38
4296,0,16_18,4296.0,2023-06-13 17:37:48
4297,0,16_18,4297.0,2023-06-13 17:37:58
4298,0,16_18,4298.0,2023-06-13 17:38:08
4299,0,16_18,4299.0,2023-06-13 17:38:18
4300,0,16_18,4300.0,2023-06-13 17:38:28
4301,0,16_18,4301.0,2023-06-13 17:38:38
4302,0,16_18,4302.0,2023-06-13 17:38:48
4303,0,16_18,4303.0,2023-06-13 17:38:58
4304,0,16_18,4304.0,2023-06-13 17:39:08
4305,0,16_18,4305.0,2023-06-13 17:39:18
4306,0,16_18,4306.0,2023-06-13 17:39:28
4307,0,16_18,4307.0,2023-06-13 17:39:38
4308,0,16_18,4308.0,2023-06-13 17:39:48
4309,0,16_18,4309.0,2023-06-13 17:39:58
4310,0,16_18,4310.0,2023-06-13 17:40:08
4311,0,16_18,4311.0,2023-06-13 17:40:18
4312,0,16_18,4312.0,2023-06-13 17:40:28
4313,0,16_18,4313.0,2023-06-13 17:40:38
4314,0,16_18,4314.0,2023-06-13 17:40:48
4315,0,16_18,4315.0,2023-06-13 17:40:58
4316,0,16_18,4316.0,2023-06-13 17:41:08
4317,0,16_18,4317.0,2023-06-13 17:41:18
4318,0,16_18,4318.0,2023-06-13 17:41:28
4319,0,16_18,4319.0,2023-06-13 17:41:38
4320,0,16_18,4320.0,2023-06-13 17:41:48
4321,0,16_18,4321.0,2023-06-13 17:41:58
4322,0,16_18,4322.0,2023-06-13 17:42:08
4323,0,16_18,4323.0,2023-06-13 17:42:18
4324,0,16_18,4324.0,2023-06-13 17:42:28
4325,0,16_18,4325.0,2023-06-13 17:42:38
4326,0,16_18,4326.0,2023-06-13 17:42:48
4327,0,16_18,4327.0,2023-06-13 17:42:58
4328,0,16_18,4328.0,2023-06-13 17:43:08
4329,0,16_18,4329.0,2023-06-13 17:43:18
4330,0,16_18,4330.0,2023-06-13 17:43:28
4331,0,16_18,4331.0,2023-06-13 17:43:38
4332,0,16_18,4332.0,2023-06-13 17:43:48
4333,0,16_18,4333.0,2023-06-13 17:43:58
4334,0,16_18,4334.0,2023-06-13 17:44:08
4335,0,16_18,4335.0,2023-06-13 17:44:18
4336,0,16_18,4336.0,2023-06-13 17:44:28
4337,0,16_18,4337.0,2023-06-13 17:44:38
4338,0,16_18,4338.0,2023-06-13 17:44:48
4339,0,16_18,4339.0,2023-06-13 17:44:58
4340,0,16_18,4340.0,2023-06-13 17:45:08
4341,0,16_18,4341.0,2023-06-13 17:45:18
4342,0,16_18,4342.0,2023-06-13 17:45:28
4343,0,16_18,4343.0,2023-06-13 17:45:38
4344,0,16_18,4344.0,2023-06-13 17:45:48
4345,0,16_18,4345.0,2023-06-13 17:45:58
4346,0,16_18,4346.0,2023-06-13 17:46:08
4347,0,16_18,4347.0,2023-06-13 17:46:18
4348,0,16_18,4348.0,2023-06-13 17:46:28
4349,0,16_18,4349.0,2023-06-13 17:46:38
4350,0,16_18,4350.0,2023-06-13 17:46:48
4351,0,16_18,4351.0,2023-06-13 17:46:58
4352,0,16_18,4352.0,2023-06-13 17:47:08
4353,0,16_18,4353.0,2023-06-13 17:47:18
4354,0,16_18,4354.0,2023-06-13 17:47:28
4355,0,16_18,4355.0,2023-06-13 17:47:38
4356,0,16_18,4356.0,2023-06-13 17:47:48
4357,0,16_18,4357.0,2023-06-13 17:47:58
4358,0,16_18,4358.0,2023-06-13 17:48:08
4359,1,16_18,4359.0,2023-06-13 17:48:18
4360,0,16_18,4360.0,2023-06-13 17:48:28
4361,0,16_18,4361.0,2023-06-13 17:48:38
4362,0,16_18,4362.0,2023-06-13 17:48:48
4363,1,16_18,4363.0,2023-06-13 17:48:58
4364,0,16_18,4364.0,2023-06-13 17:49:08
4365,1,16_18,4365.0,2023-06-13 17:49:18
4366,1,16_18,4366.0,2023-06-13 17:49:28
4367,1,16_18,4367.0,2023-06-13 17:49:38
4368,1,16_18,4368.0,2023-06-13 17:49:48
4369,1,16_18,4369.0,2023-06-13 17:49:58
4370,0,16_18,4370.0,2023-06-13 17:50:08
4371,1,16_18,4371.0,2023-06-13 17:50:18
4372,2,16_18,4372.0,2023-06-13 17:50:28
4373,1,16_18,4373.0,2023-06-13 17:50:38
4374,0,16_18,4374.0,2023-06-13 17:50:48
4375,0,16_18,4375.0,2023-06-13 17:50:58
4376,0,16_18,4376.0,2023-06-13 17:51:08
4377,1,16_18,4377.0,2023-06-13 17:51:18
4378,2,16_18,4378.0,2023-06-13 17:51:28
4379,0,16_18,4379.0,2023-06-13 17:51:38
4380,1,16_18,4380.0,2023-06-13 17:51:48
4381,1,16_18,4381.0,2023-06-13 17:51:58
4382,1,16_18,4382.0,2023-06-13 17:52:08
4383,1,16_18,4383.0,2023-06-13 17:52:18
4384,0,16_18,4384.0,2023-06-13 17:52:28
4385,1,16_18,4385.0,2023-06-13 17:52:38
4386,0,16_18,4386.0,2023-06-13 17:52:48
4387,0,16_18,4387.0,2023-06-13 17:52:58
4388,0,16_18,4388.0,2023-06-13 17:53:08
4389,0,16_18,4389.0,2023-06-13 17:53:18
4390,1,16_18,4390.0,2023-06-13 17:53:28
4391,0,16_18,4391.0,2023-06-13 17:53:38
4392,0,16_18,4392.0,2023-06-13 17:53:48
4393,1,16_18,4393.0,2023-06-13 17:53:58
4394,1,16_18,4394.0,2023-06-13 17:54:08
4395,1,16_18,4395.0,2023-06-13 17:54:18
4396,1,16_18,4396.0,2023-06-13 17:54:28
4397,0,16_18,4397.0,2023-06-13 17:54:38
4398,1,16_18,4398.0,2023-06-13 17:54:48
4399,1,16_18,4399.0,2023-06-13 17:54:58
4400,1,16_18,4400.0,2023-06-13 17:55:08
4401,1,16_18,4401.0,2023-06-13 17:55:18
4402,1,16_18,4402.0,2023-06-13 17:55:28
4403,1,16_18,4403.0,2023-06-13 17:55:38
4404,1,16_18,4404.0,2023-06-13 17:55:48
4405,1,16_18,4405.0,2023-06-13 17:55:58
4406,0,16_18,4406.0,2023-06-13 17:56:08
4407,0,16_18,4407.0,2023-06-13 17:56:18
4408,0,16_18,4408.0,2023-06-13 17:56:28
4409,1,16_18,4409.0,2023-06-13 17:56:38
4410,1,16_18,4410.0,2023-06-13 17:56:48
4411,0,16_18,4411.0,2023-06-13 17:56:58
4412,1,16_18,4412.0,2023-06-13 17:57:08
4413,0,16_18,4413.0,2023-06-13 17:57:18
4414,0,16_18,4414.0,2023-06-13 17:57:28
4415,0,16_18,4415.0,2023-06-13 17:57:38
4416,1,16_18,4416.0,2023-06-13 17:57:48
4417,1,16_18,4417.0,2023-06-13 17:57:58
4418,0,16_18,4418.0,2023-06-13 17:58:08
4419,0,16_18,4419.0,2023-06-13 17:58:18
4420,0,16_18,4420.0,2023-06-13 17:58:28
4421,1,16_18,4421.0,2023-06-13 17:58:38
4422,1,16_18,4422.0,2023-06-13 17:58:48
4423,1,16_18,4423.0,2023-06-13 17:58:58
4424,0,16_18,4424.0,2023-06-13 17:59:08
4425,1,16_18,4425.0,2023-06-13 17:59:18
4426,0,16_18,4426.0,2023-06-13 17:59:28
4427,0,16_18,4427.0,2023-06-13 17:59:38
4428,1,16_18,4428.0,2023-06-13 17:59:48
4429,0,16_18,4429.0,2023-06-13 17:59:58
4430,0,18_20,4430.0,2023-06-13 18:00:08
4431,0,18_20,4431.0,2023-06-13 18:00:18
4432,1,18_20,4432.0,2023-06-13 18:00:28
4433,0,18_20,4433.0,2023-06-13 18:00:38
4434,2,18_20,4434.0,2023-06-13 18:00:48
4435,1,18_20,4435.0,2023-06-13 18:00:58
4436,1,18_20,4436.0,2023-06-13 18:01:08
4437,1,18_20,4437.0,2023-06-13 18:01:18
4438,0,18_20,4438.0,2023-06-13 18:01:28
4439,0,18_20,4439.0,2023-06-13 18:01:38
4440,0,18_20,4440.0,2023-06-13 18:01:48
4441,0,18_20,4441.0,2023-06-13 18:01:58
4442,0,18_20,4442.0,2023-06-13 18:02:08
4443,0,18_20,4443.0,2023-06-13 18:02:18
4444,0,18_20,4444.0,2023-06-13 18:02:28
4445,0,18_20,4445.0,2023-06-13 18:02:38
4446,0,18_20,4446.0,2023-06-13 18:02:48
4447,0,18_20,4447.0,2023-06-13 18:02:58
4448,0,18_20,4448.0,2023-06-13 18:03:08
4449,0,18_20,4449.0,2023-06-13 18:03:18
4450,0,18_20,4450.0,2023-06-13 18:03:28
4451,1,18_20,4451.0,2023-06-13 18:03:38
4452,1,18_20,4452.0,2023-06-13 18:03:48
4453,1,18_20,4453.0,2023-06-13 18:03:58
4454,1,18_20,4454.0,2023-06-13 18:04:08
4455,1,18_20,4455.0,2023-06-13 18:04:18
4456,0,18_20,4456.0,2023-06-13 18:04:28
4457,0,18_20,4457.0,2023-06-13 18:04:38
4458,1,18_20,4458.0,2023-06-13 18:04:48
4459,1,18_20,4459.0,2023-06-13 18:04:58
4460,0,18_20,4460.0,2023-06-13 18:05:08
4461,0,18_20,4461.0,2023-06-13 18:05:18
4462,0,18_20,4462.0,2023-06-13 18:05:28
4463,0,18_20,4463.0,2023-06-13 18:05:38
4464,1,18_20,4464.0,2023-06-13 18:05:48
4465,2,18_20,4465.0,2023-06-13 18:05:58
4466,0,18_20,4466.0,2023-06-13 18:06:08
4467,0,18_20,4467.0,2023-06-13 18:06:18
4468,1,18_20,4468.0,2023-06-13 18:06:28
4469,1,18_20,4469.0,2023-06-13 18:06:38
4470,0,18_20,4470.0,2023-06-13 18:06:48
4471,0,18_20,4471.0,2023-06-13 18:06:58
4472,1,18_20,4472.0,2023-06-13 18:07:08
4473,0,18_20,4473.0,2023-06-13 18:07:18
4474,1,18_20,4474.0,2023-06-13 18:07:28
4475,0,18_20,4475.0,2023-06-13 18:07:38
4476,0,18_20,4476.0,2023-06-13 18:07:48
4477,0,18_20,4477.0,2023-06-13 18:07:58
4478,0,18_20,4478.0,2023-06-13 18:08:08
4479,0,18_20,4479.0,2023-06-13 18:08:18
4480,0,18_20,4480.0,2023-06-13 18:08:28
4481,0,18_20,4481.0,2023-06-13 18:08:38
4482,0,18_20,4482.0,2023-06-13 18:08:48
4483,0,18_20,4483.0,2023-06-13 18:08:58
4484,0,18_20,4484.0,2023-06-13 18:09:08
4485,0,18_20,4485.0,2023-06-13 18:09:18
4486,0,18_20,4486.0,2023-06-13 18:09:28
4487,0,18_20,4487.0,2023-06-13 18:09:38
4488,0,18_20,4488.0,2023-06-13 18:09:48
4489,1,18_20,4489.0,2023-06-13 18:09:58
4490,0,18_20,4490.0,2023-06-13 18:10:08
4491,0,18_20,4491.0,2023-06-13 18:10:18
4492,1,18_20,4492.0,2023-06-13 18:10:28
4493,0,18_20,4493.0,2023-06-13 18:10:38
4494,0,18_20,4494.0,2023-06-13 18:10:48
4495,0,18_20,4495.0,2023-06-13 18:10:58
4496,0,18_20,4496.0,2023-06-13 18:11:08
4497,0,18_20,4497.0,2023-06-13 18:11:18
4498,0,18_20,4498.0,2023-06-13 18:11:28
4499,0,18_20,4499.0,2023-06-13 18:11:38
4500,0,18_20,4500.0,2023-06-13 18:11:48
4501,0,18_20,4501.0,2023-06-13 18:11:58
4502,0,18_20,4502.0,2023-06-13 18:12:08
4503,0,18_20,4503.0,2023-06-13 18:12:18
4504,0,18_20,4504.0,2023-06-13 18:12:28
4505,0,18_20,4505.0,2023-06-13 18:12:38
4506,0,18_20,4506.0,2023-06-13 18:12:48
4507,0,18_20,4507.0,2023-06-13 18:12:58
